datetime,aggregate,tv,fridge,washing_machine
2024-07-18 00:28:25+00:00,39.0,39.0,0.0,0.0
2024-07-18 00:28:26+00:00,27.0,27.0,0.0,0.0
2024-07-18 00:28:27+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:28:28+00:00,36.0,36.0,0.0,0.0
2024-07-18 00:28:29+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:28:30+00:00,37.0,37.0,0.0,0.0
2024-07-18 00:28:31+00:00,38.0,38.0,0.0,0.0
2024-07-18 00:28:32+00:00,38.0,38.0,0.0,0.0
2024-07-18 00:28:33+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:28:34+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:28:35+00:00,35.0,35.0,0.0,0.0
2024-07-18 00:28:36+00:00,34.0,34.0,0.0,0.0
2024-07-18 00:28:37+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:28:38+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:28:39+00:00,65.0,65.0,0.0,0.0
2024-07-18 00:28:40+00:00,40.0,40.0,0.0,0.0
2024-07-18 00:28:41+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:28:42+00:00,55.0,55.0,0.0,0.0
2024-07-18 00:28:43+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:28:44+00:00,35.0,35.0,0.0,0.0
2024-07-18 00:28:45+00:00,44.0,44.0,0.0,0.0
2024-07-18 00:28:46+00:00,27.0,27.0,0.0,0.0
2024-07-18 00:28:47+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:28:48+00:00,35.0,35.0,0.0,0.0
2024-07-18 00:28:49+00:00,36.0,36.0,0.0,0.0
2024-07-18 00:28:50+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:28:51+00:00,66.0,66.0,0.0,0.0
2024-07-18 00:28:52+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:28:53+00:00,40.0,40.0,0.0,0.0
2024-07-18 00:28:54+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:28:55+00:00,35.0,35.0,0.0,0.0
2024-07-18 00:28:56+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:28:57+00:00,44.0,44.0,0.0,0.0
2024-07-18 00:28:58+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:28:59+00:00,34.0,34.0,0.0,0.0
2024-07-18 00:29:00+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:29:01+00:00,59.0,59.0,0.0,0.0
2024-07-18 00:29:02+00:00,36.0,36.0,0.0,0.0
2024-07-18 00:29:03+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:29:04+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:29:05+00:00,43.0,43.0,0.0,0.0
2024-07-18 00:29:06+00:00,39.0,39.0,0.0,0.0
2024-07-18 00:29:07+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:29:08+00:00,36.0,36.0,0.0,0.0
2024-07-18 00:29:09+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:29:10+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:29:11+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:29:12+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:29:13+00:00,27.0,27.0,0.0,0.0
2024-07-18 00:29:14+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:29:15+00:00,44.0,44.0,0.0,0.0
2024-07-18 00:29:16+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:29:17+00:00,28.0,28.0,0.0,0.0
2024-07-18 00:29:18+00:00,37.0,37.0,0.0,0.0
2024-07-18 00:29:19+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:29:20+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:29:21+00:00,35.0,35.0,0.0,0.0
2024-07-18 00:29:22+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:29:23+00:00,39.0,39.0,0.0,0.0
2024-07-18 00:29:24+00:00,34.0,34.0,0.0,0.0
2024-07-18 00:29:25+00:00,67.0,67.0,0.0,0.0
2024-07-18 00:29:26+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:29:27+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:29:28+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:29:29+00:00,34.0,34.0,0.0,0.0
2024-07-18 00:29:30+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:29:31+00:00,34.0,34.0,0.0,0.0
2024-07-18 00:29:32+00:00,28.0,28.0,0.0,0.0
2024-07-18 00:29:33+00:00,38.0,38.0,0.0,0.0
2024-07-18 00:29:34+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:29:35+00:00,37.0,37.0,0.0,0.0
2024-07-18 00:29:36+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:29:37+00:00,48.0,48.0,0.0,0.0
2024-07-18 00:29:38+00:00,43.0,43.0,0.0,0.0
2024-07-18 00:29:39+00:00,58.0,58.0,0.0,0.0
2024-07-18 00:29:40+00:00,50.0,50.0,0.0,0.0
2024-07-18 00:29:41+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:29:42+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:29:43+00:00,35.0,35.0,0.0,0.0
2024-07-18 00:29:44+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:29:45+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:29:46+00:00,37.0,37.0,0.0,0.0
2024-07-18 00:29:47+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:29:48+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:29:49+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:29:50+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:29:51+00:00,39.0,39.0,0.0,0.0
2024-07-18 00:29:52+00:00,44.0,44.0,0.0,0.0
2024-07-18 00:29:53+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:29:54+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:29:55+00:00,53.0,53.0,0.0,0.0
2024-07-18 00:29:56+00:00,52.0,52.0,0.0,0.0
2024-07-18 00:29:57+00:00,26.0,26.0,0.0,0.0
2024-07-18 00:29:58+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:29:59+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:30:00+00:00,35.0,35.0,0.0,0.0
2024-07-18 00:30:01+00:00,28.0,28.0,0.0,0.0
2024-07-18 00:30:02+00:00,65.0,65.0,0.0,0.0
2024-07-18 00:30:03+00:00,28.0,28.0,0.0,0.0
2024-07-18 00:30:04+00:00,82.0,82.0,0.0,0.0
2024-07-18 00:30:05+00:00,36.0,36.0,0.0,0.0
2024-07-18 00:30:06+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:30:07+00:00,38.0,38.0,0.0,0.0
2024-07-18 00:30:08+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:30:09+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:30:10+00:00,28.0,28.0,0.0,0.0
2024-07-18 00:30:11+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:30:12+00:00,42.0,42.0,0.0,0.0
2024-07-18 00:30:13+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:30:14+00:00,27.0,27.0,0.0,0.0
2024-07-18 00:30:15+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:30:16+00:00,42.0,42.0,0.0,0.0
2024-07-18 00:30:17+00:00,39.0,39.0,0.0,0.0
2024-07-18 00:30:18+00:00,28.0,28.0,0.0,0.0
2024-07-18 00:30:19+00:00,36.0,36.0,0.0,0.0
2024-07-18 00:30:20+00:00,28.0,28.0,0.0,0.0
2024-07-18 00:30:21+00:00,40.0,40.0,0.0,0.0
2024-07-18 00:30:22+00:00,34.0,34.0,0.0,0.0
2024-07-18 00:30:23+00:00,42.0,42.0,0.0,0.0
2024-07-18 00:30:24+00:00,27.0,27.0,0.0,0.0
2024-07-18 00:30:25+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:30:26+00:00,34.0,34.0,0.0,0.0
2024-07-18 00:30:27+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:30:28+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:30:29+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:30:30+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:30:31+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:30:32+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:30:33+00:00,36.0,36.0,0.0,0.0
2024-07-18 00:30:34+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:30:35+00:00,46.0,46.0,0.0,0.0
2024-07-18 00:30:36+00:00,28.0,28.0,0.0,0.0
2024-07-18 00:30:37+00:00,46.0,46.0,0.0,0.0
2024-07-18 00:30:38+00:00,38.0,38.0,0.0,0.0
2024-07-18 00:30:39+00:00,44.0,44.0,0.0,0.0
2024-07-18 00:30:40+00:00,28.0,28.0,0.0,0.0
2024-07-18 00:30:41+00:00,27.0,27.0,0.0,0.0
2024-07-18 00:30:42+00:00,36.0,36.0,0.0,0.0
2024-07-18 00:30:43+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:30:44+00:00,56.0,56.0,0.0,0.0
2024-07-18 00:30:45+00:00,47.0,47.0,0.0,0.0
2024-07-18 00:30:46+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:30:47+00:00,43.0,43.0,0.0,0.0
2024-07-18 00:30:48+00:00,35.0,35.0,0.0,0.0
2024-07-18 00:30:49+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:30:50+00:00,34.0,34.0,0.0,0.0
2024-07-18 00:30:51+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:30:52+00:00,27.0,27.0,0.0,0.0
2024-07-18 00:30:53+00:00,38.0,38.0,0.0,0.0
2024-07-18 00:30:54+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:30:55+00:00,40.0,40.0,0.0,0.0
2024-07-18 00:30:56+00:00,35.0,35.0,0.0,0.0
2024-07-18 00:30:57+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:30:58+00:00,45.0,45.0,0.0,0.0
2024-07-18 00:30:59+00:00,37.0,37.0,0.0,0.0
2024-07-18 00:31:00+00:00,37.0,37.0,0.0,0.0
2024-07-18 00:31:01+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:31:02+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:31:03+00:00,52.0,52.0,0.0,0.0
2024-07-18 00:31:04+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:31:05+00:00,42.0,42.0,0.0,0.0
2024-07-18 00:31:06+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:31:07+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:31:08+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:31:09+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:31:10+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:31:11+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:31:12+00:00,52.0,52.0,0.0,0.0
2024-07-18 00:31:13+00:00,40.0,40.0,0.0,0.0
2024-07-18 00:31:14+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:31:15+00:00,28.0,28.0,0.0,0.0
2024-07-18 00:31:16+00:00,55.0,55.0,0.0,0.0
2024-07-18 00:31:17+00:00,44.0,44.0,0.0,0.0
2024-07-18 00:31:18+00:00,34.0,34.0,0.0,0.0
2024-07-18 00:31:19+00:00,27.0,27.0,0.0,0.0
2024-07-18 00:31:20+00:00,34.0,34.0,0.0,0.0
2024-07-18 00:31:21+00:00,37.0,37.0,0.0,0.0
2024-07-18 00:31:22+00:00,38.0,38.0,0.0,0.0
2024-07-18 00:31:23+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:31:24+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:31:25+00:00,38.0,38.0,0.0,0.0
2024-07-18 00:31:26+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:31:27+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:31:28+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:31:29+00:00,34.0,34.0,0.0,0.0
2024-07-18 00:31:30+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:31:31+00:00,40.0,40.0,0.0,0.0
2024-07-18 00:31:32+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:31:33+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:31:34+00:00,27.0,27.0,0.0,0.0
2024-07-18 00:31:35+00:00,27.0,27.0,0.0,0.0
2024-07-18 00:31:36+00:00,28.0,28.0,0.0,0.0
2024-07-18 00:31:37+00:00,35.0,35.0,0.0,0.0
2024-07-18 00:31:38+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:31:39+00:00,42.0,42.0,0.0,0.0
2024-07-18 00:31:40+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:31:41+00:00,34.0,34.0,0.0,0.0
2024-07-18 00:31:42+00:00,45.0,45.0,0.0,0.0
2024-07-18 00:31:43+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:31:44+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:31:45+00:00,28.0,28.0,0.0,0.0
2024-07-18 00:31:46+00:00,50.0,50.0,0.0,0.0
2024-07-18 00:31:47+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:31:48+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:31:49+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:31:50+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:31:51+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:31:52+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:31:53+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:31:54+00:00,57.0,57.0,0.0,0.0
2024-07-18 00:31:55+00:00,36.0,36.0,0.0,0.0
2024-07-18 00:31:56+00:00,51.0,51.0,0.0,0.0
2024-07-18 00:31:57+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:31:58+00:00,44.0,44.0,0.0,0.0
2024-07-18 00:31:59+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:32:00+00:00,37.0,37.0,0.0,0.0
2024-07-18 00:32:01+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:32:02+00:00,61.0,61.0,0.0,0.0
2024-07-18 00:32:03+00:00,35.0,35.0,0.0,0.0
2024-07-18 00:32:04+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:32:05+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:32:06+00:00,36.0,36.0,0.0,0.0
2024-07-18 00:32:07+00:00,34.0,34.0,0.0,0.0
2024-07-18 00:32:08+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:32:09+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:32:10+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:32:11+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:32:12+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:32:13+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:32:14+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:32:15+00:00,39.0,39.0,0.0,0.0
2024-07-18 00:32:16+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:32:17+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:32:18+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:32:19+00:00,35.0,35.0,0.0,0.0
2024-07-18 00:32:20+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:32:21+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:32:22+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:32:23+00:00,34.0,34.0,0.0,0.0
2024-07-18 00:32:24+00:00,56.0,56.0,0.0,0.0
2024-07-18 00:32:25+00:00,49.0,49.0,0.0,0.0
2024-07-18 00:32:26+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:32:27+00:00,42.0,42.0,0.0,0.0
2024-07-18 00:32:28+00:00,35.0,35.0,0.0,0.0
2024-07-18 00:32:29+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:32:30+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:32:31+00:00,35.0,35.0,0.0,0.0
2024-07-18 00:32:32+00:00,36.0,36.0,0.0,0.0
2024-07-18 00:32:33+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:32:34+00:00,28.0,28.0,0.0,0.0
2024-07-18 00:32:35+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:32:36+00:00,39.0,39.0,0.0,0.0
2024-07-18 00:32:37+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:32:38+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:32:39+00:00,53.0,53.0,0.0,0.0
2024-07-18 00:32:40+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:32:41+00:00,36.0,36.0,0.0,0.0
2024-07-18 00:32:42+00:00,34.0,34.0,0.0,0.0
2024-07-18 00:32:43+00:00,28.0,28.0,0.0,0.0
2024-07-18 00:32:44+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:32:45+00:00,35.0,35.0,0.0,0.0
2024-07-18 00:32:46+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:32:47+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:32:48+00:00,29.0,29.0,0.0,0.0
2024-07-18 00:32:49+00:00,35.0,35.0,0.0,0.0
2024-07-18 00:32:50+00:00,34.0,34.0,0.0,0.0
2024-07-18 00:32:51+00:00,35.0,35.0,0.0,0.0
2024-07-18 00:32:52+00:00,52.0,52.0,0.0,0.0
2024-07-18 00:32:53+00:00,41.0,41.0,0.0,0.0
2024-07-18 00:32:54+00:00,69.0,69.0,0.0,0.0
2024-07-18 00:32:55+00:00,47.0,47.0,0.0,0.0
2024-07-18 00:32:56+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:32:57+00:00,34.0,34.0,0.0,0.0
2024-07-18 00:32:58+00:00,38.0,38.0,0.0,0.0
2024-07-18 00:32:59+00:00,36.0,36.0,0.0,0.0
2024-07-18 00:33:00+00:00,46.0,46.0,0.0,0.0
2024-07-18 00:33:01+00:00,42.0,42.0,0.0,0.0
2024-07-18 00:33:02+00:00,45.0,45.0,0.0,0.0
2024-07-18 00:33:03+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:33:04+00:00,37.0,37.0,0.0,0.0
2024-07-18 00:33:05+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:33:06+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:33:07+00:00,35.0,35.0,0.0,0.0
2024-07-18 00:33:08+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:33:09+00:00,35.0,35.0,0.0,0.0
2024-07-18 00:33:10+00:00,37.0,37.0,0.0,0.0
2024-07-18 00:33:11+00:00,37.0,37.0,0.0,0.0
2024-07-18 00:33:12+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:33:13+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:33:14+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:33:15+00:00,31.0,31.0,0.0,0.0
2024-07-18 00:33:16+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:33:17+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:33:18+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:33:19+00:00,44.0,44.0,0.0,0.0
2024-07-18 00:33:20+00:00,35.0,35.0,0.0,0.0
2024-07-18 00:33:21+00:00,41.0,41.0,0.0,0.0
2024-07-18 00:33:22+00:00,39.0,39.0,0.0,0.0
2024-07-18 00:33:23+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:33:24+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:33:25+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:33:26+00:00,39.0,39.0,0.0,0.0
2024-07-18 00:33:27+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:33:28+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:33:29+00:00,57.0,57.0,0.0,0.0
2024-07-18 00:33:30+00:00,28.0,28.0,0.0,0.0
2024-07-18 00:33:31+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:33:32+00:00,51.0,51.0,0.0,0.0
2024-07-18 00:33:33+00:00,40.0,40.0,0.0,0.0
2024-07-18 00:33:34+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:33:35+00:00,36.0,36.0,0.0,0.0
2024-07-18 00:33:36+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:33:37+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:33:38+00:00,51.0,51.0,0.0,0.0
2024-07-18 00:33:39+00:00,50.0,50.0,0.0,0.0
2024-07-18 00:33:40+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:33:41+00:00,32.0,32.0,0.0,0.0
2024-07-18 00:33:42+00:00,30.0,30.0,0.0,0.0
2024-07-18 00:33:43+00:00,33.0,33.0,0.0,0.0
2024-07-18 00:33:44+00:00,49.0,49.0,0.0,0.0
